id,first_name,last_name,email,phone,date_of_birth,gender,loyalty_tier,is_active,created_at
869,Sandra,Richardson,sandra.richardson1513@outlook.com,(503) 215-1932,1976-06-05,F,bronze,1,2022-08-26T20:38:04Z
870,Jamie,Burns,jamie.burns2485@gmail.com,(918) 531-7903,1966-05-22,F,bronze,1,2022-08-26T21:58:29Z
871,Lisa,Austin,lisa.austin2181@intel.com,(646) 590-1268,1999-11-04,F,silver,1,2022-08-27T03:17:59Z
872,Kaiden,Carpenter,kaiden.carpenter5966@gmail.com,(512) 304-4298,1987-12-16,M,silver,1,2022-08-27T03:58:07Z
873,Dylan,King,dylan.king5072@gmail.com,(912) 865-8366,1985-05-16,M,silver,1,2022-08-27T17:25:17Z
874,Hunter,Romero,hunter.romero1839@gmail.com,(502) 903-8036,1963-02-22,M,silver,1,2022-08-28T21:07:20Z
875,Felix,Alexander,felix.alexander6330@outlook.com,(818) 642-2169,1989-10-09,M,silver,1,2022-08-29T02:48:42Z
876,Everett,Carroll,everett.carroll2487@gmail.com,(202) 548-5080,1963-04-12,M,bronze,1,2022-08-29T06:51:25Z
877,Cameron,Tucker,cameron.tucker387@gmail.com,(512) 477-5926,1994-09-16,M,bronze,1,2022-08-29T09:38:03Z
878,Daniel,Figueroa,daniel.figueroa2713@outlook.com,(860) 430-3523,1993-07-02,M,bronze,1,2022-08-29T10:59:15Z
879,Heather,Cox,heather.cox6524@icloud.com,(615) 554-9045,1967-02-11,F,gold,1,2022-08-29T18:31:59Z
880,Nancy,Wagner,nancy.wagner7410@google.com,(713) 870-2348,1986-04-25,F,bronze,1,2022-08-29T22:06:15Z
881,Kristen,Bradley,kristen.bradley2289@amazon.com,(515) 662-6559,1993-09-13,F,silver,1,2022-08-30T19:36:10Z
882,Audrey,George,audrey.george6095@icloud.com,(415) 800-3132,1975-07-23,F,silver,1,2022-08-30T21:46:45Z
883,Cheryl,Elliott,cheryl.elliott8520@icloud.com,(330) 813-9696,1983-02-15,F,bronze,1,2022-08-30T23:02:30Z
884,Andrew,Manning,andrew.manning3054@gmail.com,(504) 414-7675,1985-04-19,M,bronze,1,2022-08-31T13:19:03Z
885,Easton,Sutton,easton.sutton4958@workday.com,(713) 794-3082,1958-07-17,M,bronze,1,2022-09-01T01:21:43Z
886,Gage,Carlson,gage.carlson101@icloud.com,(619) 552-3151,1989-01-02,M,bronze,1,2022-09-02T00:07:40Z
887,Jade,Harrison,jade.harrison3248@gmail.com,(570) 839-7410,1969-05-07,F,bronze,1,2022-09-03T01:07:11Z
888,Gerald,Herrera,gerald.herrera2454@gmail.com,(208) 819-7514,1976-05-23,M,silver,1,2022-09-03T13:17:28Z
889,Willow,Russell,willow.russell7454@icloud.com,(810) 486-3293,1955-09-16,F,bronze,1,2022-09-03T16:31:11Z
890,Rose,Gray,rose.gray2016@gmail.com,(703) 521-0356,2002-03-19,F,gold,1,2022-09-03T22:10:24Z
891,Russell,Rodriguez,russell.rodriguez1441@gmail.com,(408) 660-8027,1986-03-13,M,silver,1,2022-09-04T12:26:11Z
892,Juanita,Taylor,juanita.taylor2518@gmail.com,(513) 959-5004,1973-01-24,F,silver,1,2022-09-04T19:16:51Z
893,Jacob,Peterson,jacob.peterson4696@yahoo.com,(615) 877-8703,1982-11-05,M,bronze,1,2022-09-04T21:02:26Z
894,Adam,Andrews,adam.andrews2122@live.com,(802) 495-3300,1986-09-16,M,gold,1,2022-09-04T23:28:12Z
895,Cassandra,Howell,cassandra.howell887@icloud.com,(781) 783-6845,1973-02-11,F,bronze,1,2022-09-05T03:50:40Z
896,Gianna,Hawkins,gianna.hawkins3340@microsoft.com,(205) 874-3828,1975-09-21,F,bronze,1,2022-09-05T17:38:02Z
897,Edna,Ramirez,edna.ramirez420@gmail.com,(971) 879-3071,1955-08-09,F,platinum,1,2022-09-06T03:32:33Z
898,Samuel,Jones,samuel.jones7074@nexteraenergy.com,(661) 923-7914,1995-01-23,M,silver,0,2022-09-06T10:38:15Z
899,Maxwell,Adams,maxwell.adams309@icloud.com,(727) 377-4687,1962-05-12,M,silver,1,2022-09-08T20:56:31Z
900,Zoe,Woods,zoe.woods7478@icloud.com,(704) 641-9755,1972-07-03,F,bronze,1,2022-09-08T21:08:06Z
901,Riley,Holmes,riley.holmes8270@yahoo.com,(786) 935-2312,2001-07-11,F,silver,1,2022-09-10T02:42:37Z
902,Rhonda,Ferguson,rhonda.ferguson8833@gmail.com,(815) 295-1827,1982-05-25,F,bronze,1,2022-09-10T05:05:28Z
903,Laura,Santiago,laura.santiago4678@yahoo.com,(719) 766-0189,1961-04-18,F,silver,1,2022-09-10T17:00:03Z
904,Liam,Li,liam.li4330@gmail.com,(682) 909-0784,1976-12-09,M,bronze,1,2022-09-10T19:53:43Z
905,Ashton,Santos,ashton.santos7387@gmail.com,(904) 281-7972,1971-06-15,M,bronze,1,2022-09-10T22:10:48Z
906,Meredith,Brooks,meredith.brooks4495@gmail.com,(719) 948-1553,1992-06-15,F,platinum,1,2022-09-12T02:41:45Z
907,Evelyn,Freeman,evelyn.freeman8119@gmail.com,(609) 954-0897,1957-10-25,F,bronze,1,2022-09-12T15:38:38Z
908,Leah,King,leah.king4474@att.net,(202) 873-4967,1980-01-23,F,bronze,1,2022-09-13T02:56:03Z
909,Rowan,Murray,rowan.murray5597@outlook.com,(806) 901-4213,1998-12-20,M,bronze,1,2022-09-13T05:46:46Z
910,Randy,Carr,randy.carr7456@gmail.com,(601) 596-9045,1965-05-23,M,bronze,1,2022-09-14T01:33:58Z
911,Cole,Rogers,cole.rogers3295@gmail.com,(434) 692-8305,1992-01-07,M,bronze,1,2022-09-14T05:15:39Z
912,Sawyer,Ramos,sawyer.ramos5725@gmail.com,(206) 916-2906,1997-04-09,M,bronze,1,2022-09-14T14:12:52Z
913,Courtney,Sanchez,courtney.sanchez8251@icloud.com,(650) 841-4292,1974-01-21,F,bronze,1,2022-09-15T15:10:15Z
914,Bernice,Munoz,bernice.munoz3709@icloud.com,(212) 616-2295,1963-12-05,F,silver,1,2022-09-16T21:48:46Z
915,Walter,Ellis,walter.ellis3292@gmail.com,(612) 557-8466,1981-04-26,M,bronze,1,2022-09-16T23:01:59Z
916,Cooper,Armstrong,cooper.armstrong4358@aol.com,(718) 886-1592,1970-11-23,M,silver,1,2022-09-16T23:28:00Z
917,Jackson,Mendez,jackson.mendez3307@gmail.com,(414) 629-9037,2002-10-12,M,gold,1,2022-09-17T09:48:15Z
918,Mason,Schmidt,mason.schmidt6335@icloud.com,(517) 316-9404,1998-10-27,M,bronze,1,2022-09-17T11:54:12Z
919,Caroline,Reyes,caroline.reyes253@gmail.com,(214) 816-0179,2004-11-18,F,bronze,1,2022-09-17T13:08:36Z
920,Jeffrey,Walsh,jeffrey.walsh4384@nationwide.com,(602) 281-2275,1961-01-08,M,bronze,1,2022-09-18T09:54:57Z
921,Charlotte,Rivera,charlotte.rivera3817@gmail.com,(916) 634-6764,1996-05-01,F,silver,1,2022-09-18T14:31:27Z
922,Mark,Rose,mark.rose8951@icloud.com,(619) 961-2947,1993-06-18,M,bronze,1,2022-09-20T02:49:33Z
923,Alan,Oliver,alan.oliver2082@gmail.com,(214) 289-1307,1982-03-10,M,bronze,1,2022-09-21T00:58:25Z
924,Piper,Lane,piper.lane7240@gmail.com,(701) 508-9900,1965-09-24,F,bronze,1,2022-09-21T08:35:50Z
925,Steven,Dixon,steven.dixon7390@icloud.com,(954) 700-4504,1988-03-04,M,silver,1,2022-09-21T13:01:39Z
926,Teresa,Ray,teresa.ray2247@gmail.com,(202) 597-1751,1988-11-23,F,silver,1,2022-09-23T10:34:12Z
927,Wendy,Phillips,wendy.phillips8249@outlook.com,(704) 357-1599,1981-03-01,F,bronze,1,2022-09-23T21:52:30Z
928,Axel,Wood,axel.wood472@me.com,(309) 877-2167,1964-12-08,M,bronze,1,2022-09-24T02:33:54Z
929,Patricia,Hicks,patricia.hicks8863@gmail.com,(570) 431-5955,2001-06-08,F,bronze,1,2022-09-24T21:11:56Z
930,Hannah,Berry,hannah.berry2939@hotmail.com,(214) 537-9311,2001-08-21,F,bronze,1,2022-09-25T03:43:31Z
931,John,Hall,john.hall6429@gmail.com,(941) 821-2060,1967-01-10,M,bronze,1,2022-09-25T09:39:11Z
932,Greyson,Walker,greyson.walker4452@outlook.com,(313) 833-9235,1970-06-27,M,bronze,1,2022-09-25T14:58:34Z
933,Larry,Wallace,larry.wallace7600@gmail.com,(402) 609-1978,1967-05-21,M,silver,1,2022-09-26T10:56:41Z
934,Virginia,Owens,virginia.owens7267@icloud.com,(606) 357-7904,2001-08-27,F,bronze,1,2022-09-26T14:48:54Z
935,Kelly,Butler,kelly.butler2054@yahoo.com,(817) 867-4046,2004-01-01,F,bronze,1,2022-09-26T22:47:46Z
936,Timothy,Sims,timothy.sims8906@live.com,(718) 218-9481,2004-12-27,M,gold,1,2022-09-27T04:33:56Z
937,Abigail,Delgado,abigail.delgado3596@outlook.com,(908) 519-5503,1992-08-10,F,silver,1,2022-09-28T11:44:57Z
938,Molly,Larson,molly.larson1001@gmail.com,(240) 278-5358,1994-03-18,F,bronze,1,2022-09-28T16:05:43Z
939,Arianna,Watson,arianna.watson6585@gmail.com,(512) 218-7091,1955-08-07,F,gold,1,2022-09-29T08:32:20Z
940,Oliver,Porter,oliver.porter8812@gmail.com,(212) 646-9614,1997-01-08,M,silver,1,2022-09-30T01:43:55Z
941,Ryder,Crawford,ryder.crawford2860@gmail.com,(305) 394-4101,1955-07-02,M,bronze,1,2022-09-30T09:04:14Z
942,Carson,Vazquez,carson.vazquez3284@icloud.com,(713) 644-8426,1990-07-11,M,silver,0,2022-10-01T04:25:51Z
943,Carolyn,Soto,carolyn.soto5766@gmail.com,(615) 256-6060,1969-01-15,F,silver,1,2022-10-01T13:28:33Z
944,Brandon,Lopez,brandon.lopez8893@gmail.com,(772) 741-4226,1961-12-24,M,bronze,1,2022-10-02T11:49:39Z
945,Gavin,Gardner,gavin.gardner8116@gmail.com,(918) 207-0607,1961-07-17,M,gold,1,2022-10-02T11:56:30Z
946,Alexa,Henry,alexa.henry3968@gmail.com,(808) 666-9415,1992-08-01,F,bronze,1,2022-10-02T13:44:01Z
947,Katelyn,Sanders,katelyn.sanders5659@icloud.com,(586) 791-3425,1998-09-24,F,bronze,1,2022-10-03T18:38:52Z
948,Ethan,Mitchell,ethan.mitchell7578@icloud.com,(502) 454-1816,1959-08-12,M,bronze,1,2022-10-03T19:52:26Z
949,Ryker,Murphy,ryker.murphy5440@gmail.com,(805) 371-4512,1981-08-27,M,bronze,1,2022-10-03T21:00:25Z
950,Jeremy,Hunt,jeremy.hunt8164@gmail.com,(239) 997-3834,1977-06-25,M,bronze,0,2022-10-03T21:30:24Z
951,River,Espinoza,river.espinoza4773@amazon.com,(208) 483-6756,1963-05-14,M,bronze,1,2022-10-04T00:53:50Z
952,Xavier,Carpenter,xavier.carpenter6058@vmware.com,(510) 337-3530,1977-08-17,M,silver,1,2022-10-04T17:47:52Z
953,Cynthia,Bell,cynthia.bell4538@gmail.com,(480) 227-2042,1989-05-11,F,bronze,1,2022-10-05T03:25:22Z
954,Weston,Hill,weston.hill5536@google.com,(731) 961-2407,1955-08-05,M,silver,0,2022-10-05T03:49:24Z
955,Amber,Warren,amber.warren4754@gmail.com,(903) 459-0155,1983-04-14,F,gold,1,2022-10-05T03:53:28Z
956,Lawrence,Meyer,lawrence.meyer7088@gmail.com,(254) 523-4874,1977-10-06,M,bronze,1,2022-10-07T05:11:38Z
957,Autumn,Green,autumn.green5017@yahoo.com,(775) 208-1291,1990-05-20,F,silver,1,2022-10-07T14:44:48Z
958,Norma,Parker,norma.parker5568@microsoft.com,(415) 878-8826,1963-05-14,F,bronze,1,2022-10-07T23:07:00Z
959,Kristin,McDonald,kristin.mcdonald2630@live.com,(530) 759-9243,2000-11-18,F,bronze,1,2022-10-08T00:21:29Z
960,Oscar,Bailey,oscar.bailey5920@outlook.com,(805) 964-4132,1969-11-08,M,bronze,1,2022-10-08T21:23:04Z
961,Allison,Parsons,allison.parsons3482@yahoo.com,(212) 870-5705,1979-02-04,F,silver,1,2022-10-10T01:59:07Z
962,Philip,Ward,philip.ward7601@lyft.com,(720) 202-5445,1968-11-16,M,gold,1,2022-10-13T06:41:13Z
963,Addison,Baker,addison.baker831@gmail.com,(754) 281-2400,1965-08-02,F,gold,1,2022-10-14T03:10:52Z
964,Harold,Mason,harold.mason713@icloud.com,(913) 475-7801,1992-04-22,M,silver,1,2022-10-14T03:34:45Z
965,Sean,Nguyen,sean.nguyen2848@gmail.com,(302) 733-1473,1960-05-09,M,platinum,0,2022-10-14T17:04:14Z
966,Tara,Kelly,tara.kelly5538@gmail.com,(321) 216-7380,2004-06-01,F,silver,1,2022-10-14T22:49:14Z
967,Ruby,Allen,ruby.allen4557@icloud.com,(408) 264-7555,1957-11-18,F,bronze,1,2022-10-15T01:33:22Z
968,Ralph,Clark,ralph.clark1784@gmail.com,(785) 623-4663,1978-09-04,M,silver,1,2022-10-15T05:11:52Z
969,Kathleen,Martin,kathleen.martin8156@live.com,(405) 688-6952,1972-04-27,F,bronze,1,2022-10-15T19:34:43Z
970,Austin,Dunn,austin.dunn8185@gmail.com,(808) 379-5381,1970-05-20,M,silver,1,2022-10-16T02:21:38Z
971,Maddox,Alvarez,maddox.alvarez2938@gmail.com,(619) 774-3334,1970-07-21,M,bronze,1,2022-10-16T11:41:52Z
972,Kelsey,Ortega,kelsey.ortega3374@gmail.com,(608) 452-1774,1988-06-19,F,platinum,1,2022-10-16T16:29:31Z
973,Kingston,Lawrence,kingston.lawrence208@philips.com,(727) 929-1239,1961-08-06,M,bronze,1,2022-10-16T21:16:31Z
974,Elliott,Hanson,elliott.hanson5556@gmail.com,(561) 723-6467,1977-01-04,M,silver,1,2022-10-17T00:59:56Z
975,Destiny,Romero,destiny.romero4270@icloud.com,(239) 248-8259,1961-07-09,F,silver,1,2022-10-17T15:31:14Z
976,Ivy,Anderson,ivy.anderson8463@gmail.com,(585) 574-9010,1976-06-14,F,silver,1,2022-10-18T01:00:40Z
977,Angela,Knight,angela.knight2422@gmail.com,(614) 247-7521,1962-10-16,F,bronze,1,2022-10-18T23:30:06Z
978,Jaxon,Castillo,jaxon.castillo729@gmail.com,(718) 589-9969,1997-06-03,M,gold,1,2022-10-19T11:52:37Z
979,Gabriel,Howard,gabriel.howard8492@gmail.com,(814) 617-5998,1992-06-13,M,silver,1,2022-10-19T16:03:54Z
980,Ronald,Kim,ronald.kim6792@gmail.com,(305) 710-0619,1960-09-04,M,bronze,1,2022-10-20T02:24:41Z
981,Logan,McCoy,logan.mccoy6384@hotmail.com,(318) 769-5493,1961-11-09,M,gold,1,2022-10-20T04:35:19Z
982,Robert,Morgan,robert.morgan3235@icloud.com,(952) 498-5344,1974-05-28,M,silver,1,2022-10-20T14:58:51Z
983,Ian,Jacobs,ian.jacobs4862@oracle.com,(513) 466-7918,1994-02-28,M,silver,1,2022-10-21T01:41:10Z
984,Jean,French,jean.french6112@gmail.com,(650) 401-9242,1988-03-04,F,bronze,1,2022-10-22T02:37:38Z
985,Dana,Peters,dana.peters1800@gmail.com,(661) 498-5522,1999-03-18,F,bronze,1,2022-10-22T06:07:47Z
986,Harper,Hudson,harper.hudson5780@gmail.com,(518) 245-6670,1980-09-20,F,bronze,1,2022-10-22T20:39:39Z
987,Kaitlyn,Burns,kaitlyn.burns6855@gmail.com,(907) 303-8564,1983-09-24,F,silver,1,2022-10-23T02:08:47Z
988,Declan,Vargas,declan.vargas4089@gmail.com,(678) 631-0251,1981-05-09,M,bronze,1,2022-10-23T16:09:25Z
989,Anna,Goodwin,anna.goodwin877@icloud.com,(215) 709-0448,1964-07-07,F,bronze,1,2022-10-24T14:52:00Z
990,Donald,Scott,donald.scott5403@icloud.com,(309) 439-2611,1993-08-12,M,silver,1,2022-10-25T00:35:33Z
991,Doris,Gomez,doris.gomez3993@gmail.com,(404) 203-4992,2003-02-23,F,bronze,1,2022-10-25T11:54:52Z
992,Scott,Jenkins,scott.jenkins3615@gmail.com,(513) 621-1996,1962-02-23,M,gold,1,2022-10-25T20:44:06Z
993,Eleanor,Long,eleanor.long8940@gmail.com,(314) 225-2442,1981-07-09,F,bronze,1,2022-10-26T07:27:16Z
994,Ruby,Gonzales,ruby.gonzales1954@gmail.com,(425) 670-2229,1996-08-03,F,silver,1,2022-10-27T13:00:55Z
995,Hazel,Weaver,hazel.weaver2031@gmail.com,(205) 321-4047,1995-08-14,F,bronze,1,2022-10-28T15:17:47Z
996,Ellie,Sullivan,ellie.sullivan6862@me.com,(918) 451-8681,1970-05-05,F,gold,1,2022-10-28T18:13:18Z
997,Parker,Austin,parker.austin375@yahoo.com,(408) 742-7658,1985-10-15,M,bronze,1,2022-10-28T22:54:56Z
998,Rachel,Fernandez,rachel.fernandez7866@icloud.com,(352) 273-4780,1979-11-07,F,silver,1,2022-10-29T00:39:31Z
999,Colton,Perkins,colton.perkins594@gmail.com,(785) 728-2158,1965-05-24,M,bronze,1,2022-10-29T01:20:13Z
1000,Isabella,Roberts,isabella.roberts8593@hotmail.com,(512) 670-6708,1973-08-17,F,platinum,1,2022-10-29T15:04:58Z
1001,Margaret,Daniels,margaret.daniels4800@gmail.com,(508) 741-4421,1994-10-02,F,silver,1,2022-10-29T18:08:31Z
1002,Isabelle,Gilbert,isabelle.gilbert6677@gmail.com,(404) 709-0613,1974-02-09,F,silver,1,2022-10-30T08:28:18Z
1003,Nina,Bishop,nina.bishop5851@icloud.com,(515) 899-3941,1967-08-28,F,gold,1,2022-10-30T14:43:12Z
1004,Mariah,Duncan,mariah.duncan7540@icloud.com,(616) 614-6616,1960-02-14,F,bronze,1,2022-10-31T01:45:53Z
1005,Billy,Ford,billy.ford4828@yahoo.com,(330) 421-3133,1990-12-18,M,gold,0,2022-10-31T07:47:11Z
1006,Josephine,Young,josephine.young2747@icloud.com,(409) 589-6875,1955-05-20,F,gold,1,2022-10-31T10:05:27Z
1007,Cindy,Aguilar,cindy.aguilar6621@gmail.com,(361) 492-2227,1970-11-21,F,silver,1,2022-10-31T12:08:35Z
1008,Deborah,Perry,deborah.perry377@bmw.com,(402) 706-8578,1997-07-17,F,bronze,1,2022-11-01T04:16:33Z
1009,Esther,Vega,esther.vega3174@outlook.com,(253) 387-4523,1984-05-10,F,bronze,1,2022-11-01T16:54:18Z
1010,Eva,Patel,eva.patel5128@gmail.com,(415) 240-4461,1985-07-27,F,bronze,1,2022-11-01T16:57:08Z
1011,Joe,Torres,joe.torres4589@hotmail.com,(713) 612-1110,1998-04-02,M,bronze,1,2022-11-01T22:09:03Z
1012,Amanda,Reed,amanda.reed6034@gmail.com,(617) 375-6867,1990-12-25,F,gold,1,2022-11-02T03:25:42Z
1013,Michelle,Edwards,michelle.edwards6700@icloud.com,(205) 336-7644,1972-09-26,F,bronze,1,2022-11-02T05:38:15Z
1014,Raymond,Robinson,raymond.robinson7888@icloud.com,(405) 363-6893,1966-02-17,M,bronze,1,2022-11-02T14:55:36Z
1015,Marilyn,Guerrero,marilyn.guerrero6667@gmail.com,(901) 796-6999,1961-11-26,F,bronze,1,2022-11-02T19:46:09Z
1016,Aria,Turner,aria.turner8539@gmail.com,(504) 439-9877,1989-04-07,F,bronze,1,2022-11-03T14:29:25Z
1017,Joseph,Davis,joseph.davis7165@kraftheinz.com,(432) 442-1280,1983-02-03,M,platinum,1,2022-11-04T17:11:36Z
1018,Maverick,Pena,maverick.pena2631@mercedesbenz.com,(312) 855-5780,1998-05-22,M,bronze,1,2022-11-04T18:40:41Z
1019,Theodore,Thompson,theodore.thompson4765@gmail.com,(415) 723-5889,1958-01-23,M,bronze,1,2022-11-04T19:09:04Z
1020,Megan,Dean,megan.dean8974@gmail.com,(504) 940-3718,1961-06-10,F,bronze,1,2022-11-05T00:24:43Z
1021,Claire,Thomas,claire.thomas3994@hotmail.com,(336) 905-8613,1955-09-17,F,bronze,1,2022-11-05T23:11:46Z
1022,Connor,Cook,connor.cook1871@gmail.com,(512) 814-6858,1961-10-19,M,bronze,1,2022-11-06T04:53:27Z
1023,Ruth,Nunez,ruth.nunez7842@gmail.com,(617) 674-8984,1992-05-13,F,silver,1,2022-11-06T13:09:34Z
1024,Kennedy,Hunter,kennedy.hunter8729@icloud.com,(979) 571-2497,1960-07-25,F,gold,1,2022-11-06T17:11:29Z
1025,Marcus,Mills,marcus.mills4763@gmail.com,(302) 909-7850,1973-12-28,M,silver,1,2022-11-06T21:22:31Z
1026,Anthony,Stewart,anthony.stewart3796@gmail.com,(205) 882-2590,1968-12-05,M,bronze,1,2022-11-07T00:26:25Z
1027,Justin,White,justin.white1509@icloud.com,(406) 897-8650,1966-11-06,M,silver,1,2022-11-07T21:52:15Z
1028,Joyce,Sandoval,joyce.sandoval599@me.com,(303) 995-7461,1968-06-16,F,bronze,1,2022-11-08T09:59:58Z
1029,Douglas,Guzman,douglas.guzman8816@gmail.com,(407) 666-1824,2003-12-15,M,bronze,1,2022-11-08T20:34:41Z
1030,Reagan,Burke,reagan.burke5837@hotmail.com,(904) 429-1593,1957-03-01,F,platinum,1,2022-11-08T21:44:31Z
1031,Caleb,Williams,caleb.williams958@yahoo.com,(810) 526-2270,1961-03-08,M,bronze,1,2022-11-09T00:41:06Z
1032,Vanessa,Harris,vanessa.harris799@gmail.com,(402) 439-9921,2004-05-12,F,bronze,0,2022-11-09T14:13:44Z
1033,Faith,Richards,faith.richards4484@microsoft.com,(601) 227-1390,1962-03-23,F,bronze,1,2022-11-09T15:34:29Z
1034,Paige,Hansen,paige.hansen5315@hotmail.com,(425) 733-4908,2001-03-27,F,bronze,1,2022-11-11T13:40:15Z
1035,Keith,Cunningham,keith.cunningham2181@gmail.com,(312) 218-6479,1988-08-13,M,bronze,1,2022-11-12T20:44:49Z
1036,Helen,Collins,helen.collins903@gmail.com,(813) 598-5825,1981-11-14,F,bronze,1,2022-11-13T03:48:13Z
1037,Amy,Castro,amy.castro6292@gmail.com,(727) 590-3703,1965-11-01,F,bronze,1,2022-11-13T11:55:42Z
1038,James,Hernandes,james.hernandes7350@outlook.com,(915) 623-2403,1992-05-15,M,bronze,1,2022-11-13T19:36:18Z
1039,Victor,Snyder,victor.snyder8817@cisco.com,(225) 667-8910,1978-10-13,M,bronze,1,2022-11-14T08:52:59Z
1040,Leslie,Chavez,leslie.chavez4034@icloud.com,(919) 245-1553,1990-11-26,F,bronze,1,2022-11-14T15:38:04Z
1041,Christine,Hayes,christine.hayes8184@icloud.com,(405) 694-4213,1974-11-15,F,silver,1,2022-11-15T16:23:44Z
1042,Isaac,Lewis,isaac.lewis3248@gmail.com,(706) 402-3992,1966-03-10,M,silver,1,2022-11-16T04:18:23Z
1043,Alicia,Carroll,alicia.carroll5635@southwest.com,(303) 613-9027,1974-04-10,F,bronze,1,2022-11-16T08:08:03Z
1044,Noah,Payne,noah.payne7302@gmail.com,(404) 380-5500,1971-06-10,M,bronze,1,2022-11-16T12:33:18Z
1045,Jose,Olson,jose.olson4953@gmail.com,(405) 437-3150,2003-05-06,M,bronze,1,2022-11-16T14:40:56Z
1046,Tucker,Hughes,tucker.hughes5019@icloud.com,(804) 332-4593,1994-08-05,M,bronze,1,2022-11-17T05:41:29Z
1047,Shirley,Chapman,shirley.chapman3264@gmail.com,(702) 230-2426,1990-12-25,F,gold,1,2022-11-17T12:37:18Z
1048,Kenneth,Garcia,kenneth.garcia2730@charter.net,(563) 457-3717,1990-08-23,M,bronze,1,2022-11-18T03:15:45Z
1049,Kinsley,Palmer,kinsley.palmer7669@gmail.com,(864) 442-5620,1998-05-08,F,silver,1,2022-11-18T08:43:33Z
1050,Ellen,Dominguez,ellen.dominguez4614@icloud.com,(228) 521-2938,1962-07-16,F,bronze,1,2022-11-18T16:22:18Z
1051,Lily,Reynolds,lily.reynolds4042@gmail.com,(772) 535-4859,1989-01-06,F,silver,1,2022-11-19T05:48:30Z
1052,Violet,Riley,violet.riley2440@att.com,(717) 325-6082,1970-05-26,F,bronze,1,2022-11-19T13:32:59Z
1053,Henry,Stephens,henry.stephens8102@yahoo.com,(508) 513-4545,1973-07-23,M,bronze,1,2022-11-20T03:48:27Z
1054,Judith,Pierce,judith.pierce2390@gmail.com,(716) 732-6216,1999-07-20,F,silver,1,2022-11-20T19:50:04Z
1055,Emmett,West,emmett.west646@hotmail.com,(520) 407-5846,1973-06-19,M,bronze,1,2022-11-20T20:25:16Z
1056,Donna,Simmons,donna.simmons452@att.net,(414) 823-6567,1963-07-25,F,bronze,1,2022-11-21T03:15:31Z
1057,Carl,Valdez,carl.valdez3347@yahoo.com,(419) 967-9323,1988-12-28,M,silver,1,2022-11-21T06:44:23Z
1058,Oliver,Robertson,oliver.robertson2425@icloud.com,(413) 279-4072,1978-08-24,M,bronze,1,2022-11-21T19:14:06Z
1059,Melanie,Stevens,melanie.stevens3373@icloud.com,(952) 242-9735,1959-01-06,F,bronze,1,2022-11-22T10:45:35Z
1060,Joshua,Myers,joshua.myers446@icloud.com,(951) 842-7814,1983-04-20,M,bronze,1,2022-11-22T12:18:52Z
1061,Charles,Willis,charles.willis1215@icloud.com,(315) 320-0856,1967-07-16,M,silver,1,2022-11-22T21:03:13Z
1062,Bentley,Rios,bentley.rios1165@hotmail.com,(339) 907-8073,2004-04-17,M,silver,1,2022-11-23T06:20:22Z
1063,Damian,Montgomery,damian.montgomery6431@microsoft.com,(562) 775-1637,1982-09-11,M,silver,1,2022-11-23T17:46:56Z
1064,Diana,Garza,diana.garza6030@yahoo.com,(704) 979-6874,1988-01-10,F,bronze,1,2022-11-23T20:31:19Z
1065,Bailey,Hoffman,bailey.hoffman6376@icloud.com,(763) 650-6683,2001-05-23,F,gold,1,2022-11-24T07:58:24Z
1066,Anita,Ortiz,anita.ortiz6489@icloud.com,(817) 837-1306,1989-04-21,F,silver,1,2022-11-24T11:50:26Z
1067,Benjamin,Fox,benjamin.fox3413@gmail.com,(857) 412-1757,1960-07-07,M,bronze,1,2022-11-25T02:13:33Z
1068,Bobby,Estrada,bobby.estrada3017@icloud.com,(901) 575-7837,1960-10-23,M,bronze,1,2022-11-25T22:45:28Z
1069,Grace,Reid,grace.reid5761@gmail.com,(602) 308-6560,1955-08-21,F,silver,1,2022-11-26T10:03:16Z
1070,Jill,Evans,jill.evans2003@gmail.com,(563) 797-8625,1997-01-07,F,bronze,0,2022-11-26T14:39:43Z
1071,Stacy,Jordan,stacy.jordan1861@icloud.com,(214) 363-5667,1976-07-19,F,silver,1,2022-11-27T05:26:53Z
1072,Tristan,Lee,tristan.lee4102@gmail.com,(601) 810-5560,1985-01-19,M,gold,1,2022-11-27T14:32:56Z
1073,Pauline,Smith,pauline.smith4864@gmail.com,(336) 839-1406,1998-09-13,F,silver,1,2022-11-28T01:19:49Z
1074,Juan,Nelson,juan.nelson4528@microsoft.com,(209) 859-3188,1957-06-02,M,silver,1,2022-11-28T04:45:21Z
1075,Wesley,Brown,wesley.brown4767@amd.com,(561) 636-3086,1965-04-10,M,silver,1,2022-11-28T05:33:49Z
1076,Eric,Mendoza,eric.mendoza6884@hp.com,(818) 970-5411,1962-05-07,M,bronze,1,2022-11-28T09:36:21Z
1077,Penelope,Cruz,penelope.cruz8404@gmail.com,(402) 715-8703,1961-04-16,F,bronze,1,2022-11-28T13:47:38Z
1078,Grayson,Kennedy,grayson.kennedy1042@proton.me,(862) 370-6667,1996-07-02,M,bronze,1,2022-11-28T22:26:36Z
1079,Morgan,Harper,morgan.harper5373@icloud.com,(202) 667-5696,2000-10-23,F,gold,1,2022-11-29T02:50:38Z
1080,Hugo,Chambers,hugo.chambers4524@kroger.com,(228) 573-8140,1962-01-24,M,bronze,1,2022-11-29T14:52:58Z
